time,total_energy,angular_momentum
2.5600098574,3.015825786849820e+01,2.501694674528224e+00
2.5700079579,3.015825834289512e+01,2.951803381522263e+00
2.5800093872,3.015825949327662e+01,4.011617652392970e+00
2.5900067254,3.015826108764768e+01,4.107572815992660e+00
2.6000018328,3.015826275888276e+01,4.237509967479433e+00
2.6100018328,3.015826449408430e+01,4.264819895797736e+00
2.6200075982,3.015826627782813e+01,4.382342381868434e+00
2.6300013344,3.015826753728385e+01,4.693942907839990e+00
2.6400013344,3.015826861887984e+01,4.727877161523054e+00
2.6500045964,3.015826955413949e+01,4.928932591499520e+00
2.6600049585,3.015826815328690e+01,5.317915652806444e+00
2.6700069137,3.015826534291062e+01,5.066951807765580e+00
2.6800069137,3.015826166684120e+01,5.092545329322375e+00
2.6900069137,3.015825698315581e+01,5.112953511248838e+00
2.7000004445,3.015824526384819e+01,5.566673294293995e+00
2.7100027821,3.015822974910334e+01,5.509323995617829e+00
2.7200084960,3.015821326240941e+01,5.062885020599539e+00
2.7300057107,3.015819634764878e+01,4.844271379925948e+00
2.7400057107,3.015817943025711e+01,4.755428544567624e+00
2.7500010158,3.015816294931720e+01,4.902027313757195e+00
2.7600010158,3.015814725182188e+01,4.788612220122191e+00
2.7700073345,3.015813255852262e+01,4.412049809695592e+00
2.7800073345,3.015811908301331e+01,4.274231655310030e+00
2.7900017187,3.015810695945267e+01,4.113758825099614e+00
2.8000017187,3.015809617296464e+01,3.955996852000746e+00
2.8100098975,3.015808664848268e+01,4.130808866791288e+00
2.8200098975,3.015807826834857e+01,3.960345315434403e+00
2.8300044401,3.015807148449489e+01,2.875767310778786e+00
2.8400036967,3.015806643219166e+01,2.151341980260049e+00
2.8500036967,3.015806095957007e+01,1.970091982119637e+00
2.8600036967,3.015805504231091e+01,1.791347654380167e+00
2.8700075387,3.015804857998337e+01,1.666568697455528e+00
2.8800075387,3.015804149688405e+01,1.498594620532416e+00
2.8900075387,3.015803374353412e+01,1.335650979650300e+00
2.9000075387,3.015802530402089e+01,1.178543675303440e+00
2.9100090358,3.015801580262575e+01,9.194016924134865e-01
2.9200036169,3.015800504630559e+01,4.198912730492292e-01
2.9300073284,3.015799384301784e+01,4.187514030848506e-01
2.9400099897,3.015796399963074e+01,1.707201328706743e+00
2.9500045460,3.015795956067901e+01,1.660628801633356e+00
2.9600013807,3.015795416480990e+01,1.391553739892159e+00
2.9700042204,3.015794957913802e+01,7.529968920640139e-01
2.9800042204,3.015794326952578e+01,6.987007007680267e-01
2.9900010985,3.015793659663342e+01,8.183014101148779e-01
3.0000010985,3.015792951804146e+01,7.735089088454369e-01
3.0100010985,3.015792200938492e+01,7.326794840296221e-01
3.0200010985,3.015791405657987e+01,6.962476384675810e-01
3.0300096454,3.015790573703277e+01,1.098860314649592e+00
3.0400031997,3.015789713957227e+01,1.413963686817618e+00
3.0500048281,3.015788820630884e+01,1.782699132933367e+00
3.0600065064,3.015787895498010e+01,1.782152124053837e+00
3.0700065064,3.015786951319723e+01,1.762530711232422e+00
3.0800047966,3.015785980017920e+01,1.252184266384304e+00
3.0900048533,3.015785000484085e+01,1.417466706045374e+00
3.1000048533,3.015784039751465e+01,1.417805773932876e+00
3.1100048533,3.015783113275937e+01,1.424761084481741e+00
3.1200047379,3.015782232567048e+01,1.241372193366148e+00
3.1300047379,3.015781405774809e+01,1.268958790529386e+00
3.1400079832,3.015780638799122e+01,1.381061208082180e+00
3.1500079832,3.015779934213043e+01,1.413531887322589e+00
3.1600079832,3.015779291266988e+01,1.450603159813229e+00
3.1700079832,3.015778706522201e+01,1.491817811436981e+00
3.1800079832,3.015778174502305e+01,1.536751077527357e+00
3.1900079832,3.015777688268865e+01,1.585025003302573e+00
3.2000079832,3.015777239954849e+01,1.636318116714864e+00
3.2100032051,3.015776844976365e+01,1.805991003826135e+00
3.2200032051,3.015776596547926e+01,1.863448792531982e+00
3.2300095744,3.015776340636993e+01,1.940309580976609e+00
3.2400031311,3.015776072594825e+01,1.950497186396277e+00
3.2500098397,3.015775786997646e+01,2.030901407595963e+00
3.2600098397,3.015775480563909e+01,2.095934402060894e+00
3.2700098397,3.015775150314302e+01,2.162921383474615e+00
3.2800012021,3.015774795146644e+01,2.361294065239596e+00
3.2900012021,3.015774414269827e+01,2.437625317850512e+00
3.3000012021,3.015774008562931e+01,2.516349972496390e+00
3.3100018811,3.015773580429391e+01,2.685926528367068e+00
3.3200018811,3.015773133416280e+01,2.771450980415270e+00
3.3300000824,3.015772672328864e+01,2.858639228844435e+00
3.3400000824,3.015772202305489e+01,2.945654822290288e+00
3.3500000824,3.015771729346321e+01,3.034923377703123e+00
3.3600000824,3.015771259339575e+01,3.126217380647104e+00
3.3700000824,3.015770797867046e+01,3.219244175147860e+00
3.3800000824,3.015770349926792e+01,3.313654336287582e+00
3.3900000824,3.015769919753404e+01,3.409053187226481e+00
3.4000000824,3.015769510744416e+01,3.505014468913289e+00
3.4100043616,3.015768810384501e+01,3.606139344379479e+00
3.4200034868,3.015768447420690e+01,3.520668822707986e+00
3.4300034868,3.015768133104121e+01,3.596416137460937e+00
3.4400041194,3.015767867538348e+01,3.395738539359820e+00
3.4500027424,3.015767648583297e+01,3.806014653457900e+00
3.4600084757,3.015767472637301e+01,3.707969723772944e+00
3.4700084757,3.015767339293722e+01,3.772460313464285e+00
3.4800084757,3.015767245060686e+01,3.835675125096602e+00
3.4900040059,3.015767169984154e+01,4.285983281138464e+00
3.5000051079,3.015767115762397e+01,4.355858174051537e+00
3.5100051079,3.015767084107821e+01,4.422757092428518e+00
3.5200034687,3.015767078030400e+01,4.357438394705971e+00
3.5300034687,3.015767144752678e+01,4.419298806907524e+00
3.5400039941,3.015767212917948e+01,4.347475073806842e+00
3.5500008673,3.015767199241906e+01,5.260105150622699e+00
3.5600008673,3.015767069719377e+01,5.318381553488933e+00
3.5700008673,3.015766876605031e+01,5.373147889363566e+00
3.5800008673,3.015766607450831e+01,5.423958902183108e+00
3.5900037358,3.015766248607931e+01,5.239669279027204e+00
3.6000037358,3.015765785535737e+01,5.279719217343261e+00
3.6100061915,3.015765207255659e+01,4.922590622525475e+00
3.6200061915,3.015764502000868e+01,4.953278049983549e+00
3.6300061915,3.015763648220618e+01,4.976555082784268e+00
3.6400061915,3.015762635793346e+01,4.991473674129298e+00
3.6500047718,3.015761461304687e+01,4.697254242603636e+00
3.6600058230,3.015760126873359e+01,4.197031043959171e+00
3.6700051107,3.015758638316382e+01,3.905399471065485e+00
3.6800051107,3.015757016400476e+01,3.871471531144755e+00
3.6900051107,3.015755290274478e+01,3.825157151317201e+00
3.7000026693,3.015753493139736e+01,3.322725836024205e+00
3.7100078093,3.015751657968223e+01,3.189794265209273e+00
3.7200078093,3.015749832866516e+01,3.103878659757523e+00
3.7300078093,3.015748051850663e+01,3.006704369271171e+00
3.7400029949,3.015746344047266e+01,2.669817653576317e+00
3.7500018560,3.015744918382297e+01,1.823531528728321e+00
3.7600086964,3.015743676259819e+01,1.235200655846092e+00
3.7700028740,3.015742452292814e+01,1.036944834173987e+00
3.7800066676,3.015741172803039e+01,7.672723080966438e-01
3.7900038305,3.015739852884832e+01,6.600621406589391e-01
3.8000098028,3.015738560883044e+01,7.208793052365303e-01
3.8100096495,3.015737305846211e+01,6.520531960920622e-01
3.8200096495,3.015736101229469e+01,5.818160923856367e-01
3.8300027086,3.015734960465957e+01,3.009441131117515e-01
3.8400027086,3.015733891424575e+01,2.463636257628663e-01
3.8500027086,3.015732903407689e+01,2.007739435967667e-01
3.8600027086,3.015732002174384e+01,1.637932735353051e-01
3.8700027086,3.015731190881486e+01,1.349378070537113e-01
3.8800027086,3.015730470255392e+01,1.136512828218398e-01
3.8900096936,3.015729838453534e+01,4.615942926003016e-04
3.9000083846,3.015729298134078e+01,-5.089775385880659e-01
3.9100079574,3.015728864469813e+01,-8.316082150354542e-01
3.9200014341,3.015728477521460e+01,-6.758808438386784e-01
3.9300065052,3.015728151169183e+01,-4.163263634167137e-02
3.9400060382,3.015727972862808e+01,3.447384754908257e-01
3.9500041242,3.015727844165902e+01,-1.392165887761323e-01
3.9600041242,3.015727733362361e+01,-1.444748777215940e-01
3.9700041242,3.015727644318702e+01,-1.505217774704979e-01
3.9800091239,3.015727572044888e+01,-1.093253576227176e-01
3.9900019361,3.015727519315393e+01,2.520953803819295e-01
4.0000019361,3.015727480371181e+01,2.373422502693197e-01
4.0100006145,3.015726674130490e+01,2.093015245567815e-01
4.0200031254,3.015726681980829e+01,-1.083519353711710e-01
4.0300031254,3.015726693565011e+01,-1.302958964780040e-01
4.0400031254,3.015726704256739e+01,-1.532567337869468e-01
4.0500074604,3.015726709329024e+01,-3.195952090091113e-01
4.0600061725,3.015726699432137e+01,-1.000283363955553e+00
4.0700061725,3.015726383346757e+01,-1.019348094230321e+00
4.0800076100,3.015726011029560e+01,-8.871674423378991e-01
4.0900077299,3.015725579219795e+01,-9.920302840070201e-01
4.1000099796,3.015725086729832e+01,-1.110433926933877e+00
4.1100062751,3.015724280725572e+01,-1.072673958194106e+00
4.1200062751,3.015723650584230e+01,-1.016817285441688e+00
4.1300006672,3.015723112877496e+01,-7.269448968474554e-01
4.1400049785,3.015723047451289e+01,-1.145199192790753e+00
4.1500021637,3.015723033202528e+01,-5.464294718793453e-01
4.1600065044,3.015723243734365e+01,-6.519133359260261e-01
4.1700029423,3.015723475944018e+01,-3.022692843635907e-01
4.1800050801,3.015723723528856e+01,-5.492750292430739e-02
4.1900050801,3.015723984853451e+01,1.443417082109913e-02
4.2000083847,3.015724256904467e+01,4.696685832469816e-01
4.2100083847,3.015724537307786e+01,5.336601207940721e-01
4.2200083847,3.015724824738803e+01,5.965657776899754e-01
4.2300083847,3.015725118067696e+01,6.583633151332169e-01
4.2400074082,3.015725412694945e+01,3.807957581053673e-01
4.2500023581,3.015725706315677e+01,-3.084413269741411e-02
4.2600023581,3.015725999709759e+01,1.787129282724217e-02
4.2700023581,3.015726293025484e+01,6.557936248295600e-02
4.2800023581,3.015726585374069e+01,1.122974645098048e-01
4.2900023581,3.015726875877279e+01,1.580496540186175e-01
4.3000096803,3.015727163961098e+01,2.855036509274452e-01
4.3100096803,3.015727449159191e+01,3.371851204827394e-01
4.3200091572,3.015727730222510e+01,6.988500855125747e-01
4.3300071776,3.015728005472675e+01,8.766940777675086e-01
4.3400078216,3.015728273994555e+01,9.818632784241896e-01
4.3500078216,3.015728534331301e+01,1.028544776977544e+00
4.3600034027,3.015728715176898e+01,1.408424112538339e-01
4.3700031095,3.015728721386555e+01,7.383529397735841e-01
4.3800031095,3.015728687228694e+01,7.925213491432386e-01
4.3900031095,3.015728611209842e+01,8.492026647471721e-01
4.4000035490,3.015728490784899e+01,8.143451947483532e-01
4.4100034530,3.015728323833750e+01,1.122252464432076e+00
4.4200036171,3.015728301574218e+01,1.075518571030610e+00
4.4300015031,3.015727873903469e+01,7.692228674656569e-01
4.4400015031,3.015727394916487e+01,8.801705531821250e-01
4.4500015031,3.015726917966210e+01,9.975833196330592e-01
4.4600070037,3.015726447301275e+01,9.239504694093951e-01
4.4700070037,3.015725985874780e+01,1.049892852055465e+00
4.4800016987,3.015725535623379e+01,9.751312970194345e-01
4.4900096436,3.015725013998064e+01,1.694140950702738e+00
4.5000096436,3.015724443078761e+01,1.836347703653766e+00
4.5100096436,3.015723855939718e+01,1.982287825573724e+00
4.5200096436,3.015723245737466e+01,2.131309472602634e+00
4.5300048110,3.015722284716949e+01,3.114219444083625e+00
4.5400061131,3.015720762819229e+01,3.677073354630469e+00
4.5500061131,3.015718863138168e+01,3.775030555744424e+00
4.5600061131,3.015716973536118e+01,3.860426181274495e+00
4.5700061131,3.015715135209781e+01,3.933076638251708e+00
4.5800061131,3.015713385342637e+01,3.993101524104588e+00
4.5900021046,3.015711754711180e+01,4.034813550560155e+00
4.6000021046,3.015710261626047e+01,4.072688875193106e+00
4.6100021046,3.015708917816175e+01,4.099617530678832e+00
4.6200099027,3.015707718183507e+01,3.698201194496986e+00
4.6300078442,3.015706671097483e+01,3.911190618636806e+00
4.6400040180,3.015705719774326e+01,3.935196506975038e+00
4.6500030964,3.015705176874453e+01,3.509892957010584e+00
4.6600030964,3.015704868016773e+01,3.473132924233655e+00
4.6700020337,3.015704627478780e+01,2.912535326910463e+00
4.6800037830,3.015704316803617e+01,2.413648671470984e+00
4.6900037830,3.015703770336677e+01,2.371364242997115e+00
4.7000085586,3.015703161532592e+01,2.570275737556206e+00
4.7100036798,3.015702501277086e+01,3.129901384294693e+00
4.7200036798,3.015701778013845e+01,3.081587900597675e+00
4.7300029222,3.015700989527669e+01,2.752100354310436e+00
4.7400029222,3.015700139092933e+01,2.714540027271537e+00
4.7500070706,3.015699315003607e+01,2.462436350739253e+00
4.7600046773,3.015698437043271e+01,2.431084043811475e+00
4.7700046773,3.015697505644227e+01,2.365185530556194e+00
4.7800041886,3.015696552978959e+01,2.215499697521495e+00
