time,total_energy,angular_momentum
9.5600003988,3.015496984801424e+01,5.880492384654863e+00
9.5700061602,3.015495557176656e+01,6.349773951823919e+00
9.5800038529,3.015494033424220e+01,6.719943649351666e+00
9.5900038529,3.015492445545994e+01,6.725886446692883e+00
9.6000080354,3.015490824824406e+01,6.311522508880800e+00
9.6100080354,3.015489213214511e+01,6.283051739594235e+00
9.6200080354,3.015487659744234e+01,6.241262274617577e+00
9.6300080354,3.015486200198823e+01,6.186755074281280e+00
9.6400095086,3.015484861674438e+01,6.090597520410702e+00
9.6500095086,3.015483661461121e+01,6.013002192802284e+00
9.6600095086,3.015482607070313e+01,5.925621295336143e+00
9.6700060001,3.015481698224997e+01,6.129540980030117e+00
9.6800060001,3.015480926798204e+01,6.024852208896972e+00
9.6900073115,3.015480222633762e+01,5.447061981562418e+00
9.7000049148,3.015479517827973e+01,5.328806334260433e+00
9.7100049148,3.015478884444784e+01,5.204885397384674e+00
9.7200046061,3.015478304230214e+01,5.338594170381771e+00
9.7300046061,3.015477758036381e+01,5.214239942924897e+00
9.7400046061,3.015477229741831e+01,5.089927947302568e+00
9.7500046061,3.015476703752010e+01,4.966592460118679e+00
9.7600005845,3.015476166363382e+01,4.659517470009281e+00
9.7700005845,3.015475605149862e+01,4.529413727861387e+00
9.7800088650,3.015474899886255e+01,3.806835018059112e+00
9.7900088650,3.015474043849862e+01,3.727990630679701e+00
9.8000079060,3.015473287056512e+01,3.146282887999853e+00
9.8100079060,3.015472617927074e+01,3.090070643758536e+00
9.8200079060,3.015472007899812e+01,3.040440986403220e+00
9.8300079060,3.015471463555521e+01,2.996939497438911e+00
9.8400020304,3.015470992664663e+01,2.795267907644612e+00
9.8500079087,3.015470601869771e+01,2.568230256605363e+00
9.8600079087,3.015470278822834e+01,2.556106090756106e+00
9.8700072731,3.015470015460727e+01,2.649019390705307e+00
9.8800072731,3.015469804340173e+01,2.645658752365779e+00
9.8900019407,3.015469643440840e+01,2.283169721904103e+00
9.9000063965,3.015469526257404e+01,1.919466114732209e+00
9.9100070303,3.015469443970836e+01,1.542044443439368e+00
9.9200070303,3.015469388779787e+01,1.539044529473033e+00
9.9300070303,3.015469357940495e+01,1.537252270266569e+00
9.9400000480,3.015469375240207e+01,2.024989971294138e+00
9.9500039069,3.015469453359081e+01,1.910060650216115e+00
9.9600032057,3.015469546416233e+01,2.445610901976728e+00
9.9700032057,3.015469627833147e+01,2.439160259248061e+00
9.9800032057,3.015469685629624e+01,2.431745294803190e+00
9.9900032057,3.015469717297907e+01,2.423372261143932e+00
