run_id,N,e,a,seed,max_time,dt_max,dt_min,save_interval,N_max_ref
41,30,0.7,2.0,1,100.0,1.0e-5,1.0e-10,0.5,100
42,30,0.7,2.0,2,100.0,1.0e-5,1.0e-10,0.5,100
43,30,0.7,2.0,3,100.0,1.0e-5,1.0e-10,0.5,100
44,30,0.7,2.0,4,100.0,1.0e-5,1.0e-10,0.5,100
45,30,0.7,2.0,5,100.0,1.0e-5,1.0e-10,0.5,100
46,30,0.7,2.0,6,100.0,1.0e-5,1.0e-10,0.5,100
47,30,0.7,2.0,7,100.0,1.0e-5,1.0e-10,0.5,100
48,30,0.7,2.0,8,100.0,1.0e-5,1.0e-10,0.5,100
49,30,0.7,2.0,9,100.0,1.0e-5,1.0e-10,0.5,100
50,30,0.7,2.0,10,100.0,1.0e-5,1.0e-10,0.5,100
51,40,0.7,2.0,1,100.0,1.0e-5,1.0e-10,0.5,100
52,40,0.7,2.0,2,100.0,1.0e-5,1.0e-10,0.5,100
53,40,0.7,2.0,3,100.0,1.0e-5,1.0e-10,0.5,100
54,40,0.7,2.0,4,100.0,1.0e-5,1.0e-10,0.5,100
55,40,0.7,2.0,5,100.0,1.0e-5,1.0e-10,0.5,100
56,40,0.7,2.0,6,100.0,1.0e-5,1.0e-10,0.5,100
57,40,0.7,2.0,7,100.0,1.0e-5,1.0e-10,0.5,100
58,40,0.7,2.0,8,100.0,1.0e-5,1.0e-10,0.5,100
59,40,0.7,2.0,9,100.0,1.0e-5,1.0e-10,0.5,100
60,40,0.7,2.0,10,100.0,1.0e-5,1.0e-10,0.5,100
61,50,0.7,2.0,1,100.0,1.0e-5,1.0e-10,0.5,100
62,50,0.7,2.0,2,100.0,1.0e-5,1.0e-10,0.5,100
63,50,0.7,2.0,3,100.0,1.0e-5,1.0e-10,0.5,100
64,50,0.7,2.0,4,100.0,1.0e-5,1.0e-10,0.5,100
65,50,0.7,2.0,5,100.0,1.0e-5,1.0e-10,0.5,100
66,50,0.7,2.0,6,100.0,1.0e-5,1.0e-10,0.5,100
67,50,0.7,2.0,7,100.0,1.0e-5,1.0e-10,0.5,100
68,50,0.7,2.0,8,100.0,1.0e-5,1.0e-10,0.5,100
69,50,0.7,2.0,9,100.0,1.0e-5,1.0e-10,0.5,100
70,50,0.7,2.0,10,100.0,1.0e-5,1.0e-10,0.5,100
71,60,0.7,2.0,1,100.0,1.0e-5,1.0e-10,0.5,100
72,60,0.7,2.0,2,100.0,1.0e-5,1.0e-10,0.5,100
73,60,0.7,2.0,3,100.0,1.0e-5,1.0e-10,0.5,100
74,60,0.7,2.0,4,100.0,1.0e-5,1.0e-10,0.5,100
75,60,0.7,2.0,5,100.0,1.0e-5,1.0e-10,0.5,100
76,60,0.7,2.0,6,100.0,1.0e-5,1.0e-10,0.5,100
77,60,0.7,2.0,7,100.0,1.0e-5,1.0e-10,0.5,100
78,60,0.7,2.0,8,100.0,1.0e-5,1.0e-10,0.5,100
79,60,0.7,2.0,9,100.0,1.0e-5,1.0e-10,0.5,100
80,60,0.7,2.0,10,100.0,1.0e-5,1.0e-10,0.5,100
81,30,0.8,2.0,1,100.0,1.0e-5,1.0e-10,0.5,100
82,30,0.8,2.0,2,100.0,1.0e-5,1.0e-10,0.5,100
83,30,0.8,2.0,3,100.0,1.0e-5,1.0e-10,0.5,100
84,30,0.8,2.0,4,100.0,1.0e-5,1.0e-10,0.5,100
85,30,0.8,2.0,5,100.0,1.0e-5,1.0e-10,0.5,100
86,30,0.8,2.0,6,100.0,1.0e-5,1.0e-10,0.5,100
87,30,0.8,2.0,7,100.0,1.0e-5,1.0e-10,0.5,100
88,30,0.8,2.0,8,100.0,1.0e-5,1.0e-10,0.5,100
89,30,0.8,2.0,9,100.0,1.0e-5,1.0e-10,0.5,100
90,30,0.8,2.0,10,100.0,1.0e-5,1.0e-10,0.5,100
91,40,0.8,2.0,1,100.0,1.0e-5,1.0e-10,0.5,100
92,40,0.8,2.0,2,100.0,1.0e-5,1.0e-10,0.5,100
93,40,0.8,2.0,3,100.0,1.0e-5,1.0e-10,0.5,100
94,40,0.8,2.0,4,100.0,1.0e-5,1.0e-10,0.5,100
95,40,0.8,2.0,5,100.0,1.0e-5,1.0e-10,0.5,100
96,40,0.8,2.0,6,100.0,1.0e-5,1.0e-10,0.5,100
97,40,0.8,2.0,7,100.0,1.0e-5,1.0e-10,0.5,100
98,40,0.8,2.0,8,100.0,1.0e-5,1.0e-10,0.5,100
99,40,0.8,2.0,9,100.0,1.0e-5,1.0e-10,0.5,100
100,40,0.8,2.0,10,100.0,1.0e-5,1.0e-10,0.5,100
101,50,0.8,2.0,1,100.0,1.0e-5,1.0e-10,0.5,100
102,50,0.8,2.0,2,100.0,1.0e-5,1.0e-10,0.5,100
103,50,0.8,2.0,3,100.0,1.0e-5,1.0e-10,0.5,100
104,50,0.8,2.0,4,100.0,1.0e-5,1.0e-10,0.5,100
105,50,0.8,2.0,5,100.0,1.0e-5,1.0e-10,0.5,100
106,50,0.8,2.0,6,100.0,1.0e-5,1.0e-10,0.5,100
107,50,0.8,2.0,7,100.0,1.0e-5,1.0e-10,0.5,100
108,50,0.8,2.0,8,100.0,1.0e-5,1.0e-10,0.5,100
109,50,0.8,2.0,9,100.0,1.0e-5,1.0e-10,0.5,100
110,50,0.8,2.0,10,100.0,1.0e-5,1.0e-10,0.5,100
111,60,0.8,2.0,1,100.0,1.0e-5,1.0e-10,0.5,100
112,60,0.8,2.0,2,100.0,1.0e-5,1.0e-10,0.5,100
113,60,0.8,2.0,3,100.0,1.0e-5,1.0e-10,0.5,100
114,60,0.8,2.0,4,100.0,1.0e-5,1.0e-10,0.5,100
115,60,0.8,2.0,5,100.0,1.0e-5,1.0e-10,0.5,100
116,60,0.8,2.0,6,100.0,1.0e-5,1.0e-10,0.5,100
117,60,0.8,2.0,7,100.0,1.0e-5,1.0e-10,0.5,100
118,60,0.8,2.0,8,100.0,1.0e-5,1.0e-10,0.5,100
119,60,0.8,2.0,9,100.0,1.0e-5,1.0e-10,0.5,100
120,60,0.8,2.0,10,100.0,1.0e-5,1.0e-10,0.5,100
121,30,0.9,2.0,1,100.0,1.0e-5,1.0e-10,0.5,100
122,30,0.9,2.0,2,100.0,1.0e-5,1.0e-10,0.5,100
123,30,0.9,2.0,3,100.0,1.0e-5,1.0e-10,0.5,100
124,30,0.9,2.0,4,100.0,1.0e-5,1.0e-10,0.5,100
125,30,0.9,2.0,5,100.0,1.0e-5,1.0e-10,0.5,100
126,30,0.9,2.0,6,100.0,1.0e-5,1.0e-10,0.5,100
127,30,0.9,2.0,7,100.0,1.0e-5,1.0e-10,0.5,100
128,30,0.9,2.0,8,100.0,1.0e-5,1.0e-10,0.5,100
129,30,0.9,2.0,9,100.0,1.0e-5,1.0e-10,0.5,100
130,30,0.9,2.0,10,100.0,1.0e-5,1.0e-10,0.5,100
131,40,0.9,2.0,1,100.0,1.0e-5,1.0e-10,0.5,100
132,40,0.9,2.0,2,100.0,1.0e-5,1.0e-10,0.5,100
133,40,0.9,2.0,3,100.0,1.0e-5,1.0e-10,0.5,100
134,40,0.9,2.0,4,100.0,1.0e-5,1.0e-10,0.5,100
135,40,0.9,2.0,5,100.0,1.0e-5,1.0e-10,0.5,100
136,40,0.9,2.0,6,100.0,1.0e-5,1.0e-10,0.5,100
137,40,0.9,2.0,7,100.0,1.0e-5,1.0e-10,0.5,100
138,40,0.9,2.0,8,100.0,1.0e-5,1.0e-10,0.5,100
139,40,0.9,2.0,9,100.0,1.0e-5,1.0e-10,0.5,100
140,40,0.9,2.0,10,100.0,1.0e-5,1.0e-10,0.5,100
141,50,0.9,2.0,1,100.0,1.0e-5,1.0e-10,0.5,100
142,50,0.9,2.0,2,100.0,1.0e-5,1.0e-10,0.5,100
143,50,0.9,2.0,3,100.0,1.0e-5,1.0e-10,0.5,100
144,50,0.9,2.0,4,100.0,1.0e-5,1.0e-10,0.5,100
145,50,0.9,2.0,5,100.0,1.0e-5,1.0e-10,0.5,100
146,50,0.9,2.0,6,100.0,1.0e-5,1.0e-10,0.5,100
147,50,0.9,2.0,7,100.0,1.0e-5,1.0e-10,0.5,100
148,50,0.9,2.0,8,100.0,1.0e-5,1.0e-10,0.5,100
149,50,0.9,2.0,9,100.0,1.0e-5,1.0e-10,0.5,100
150,50,0.9,2.0,10,100.0,1.0e-5,1.0e-10,0.5,100
151,60,0.9,2.0,1,100.0,1.0e-5,1.0e-10,0.5,100
152,60,0.9,2.0,2,100.0,1.0e-5,1.0e-10,0.5,100
153,60,0.9,2.0,3,100.0,1.0e-5,1.0e-10,0.5,100
154,60,0.9,2.0,4,100.0,1.0e-5,1.0e-10,0.5,100
155,60,0.9,2.0,5,100.0,1.0e-5,1.0e-10,0.5,100
156,60,0.9,2.0,6,100.0,1.0e-5,1.0e-10,0.5,100
157,60,0.9,2.0,7,100.0,1.0e-5,1.0e-10,0.5,100
158,60,0.9,2.0,8,100.0,1.0e-5,1.0e-10,0.5,100
159,60,0.9,2.0,9,100.0,1.0e-5,1.0e-10,0.5,100
160,60,0.9,2.0,10,100.0,1.0e-5,1.0e-10,0.5,100
